millis,brake_active,aX,aY,aZ,tmp,gX,gY,gZ
716630,0,6488,-13512,9928,10.41,-1693,-3610,2296
716644,0,6080,-13724,10872,10.41,-1594,-4030,2641
716660,0,5700,-12920,11324,10.41,-1445,-4354,3001
716674,0,5192,-12284,11832,10.51,-1259,-4538,3096
716688,0,4840,-11548,13124,10.41,-1218,-4580,3156
716702,0,5476,-10692,13360,10.46,-1073,-4371,3148
716716,0,6304,-10480,13268,10.41,-892,-4037,3212
716730,0,6636,-10684,13944,10.51,-832,-3639,3317
716744,0,7084,-11140,14192,10.37,-959,-3004,3480
716758,0,7092,-11888,13916,10.51,-1023,-2300,3647
716775,0,6980,-12792,13340,10.37,-808,-1363,3799
716794,0,6840,-13516,13096,10.46,-447,-498,3834
716812,0,6796,-14032,12076,10.41,40,34,3793
716831,0,6108,-13464,11124,10.41,661,239,3600
716849,0,4944,-12784,10416,10.41,1324,733,3279
716868,0,3908,-11384,11240,10.37,1362,1108,2924
716886,0,2580,-9828,9072,10.51,1573,1374,2775
716905,0,1624,-8592,9672,10.51,1435,925,2679
716930,0,2748,-7776,9608,10.41,1096,187,3238
716944,0,2820,-8932,8024,10.51,910,-35,3612
716957,0,1976,-9924,7396,10.41,1168,-735,3856
716971,0,2548,-11832,6728,10.46,1146,-1230,3952
716984,0,2576,-13336,7272,10.41,1143,-1629,4000
717009,0,2396,-14312,9380,10.46,-501,-3024,3426
717022,0,2828,-15472,9256,10.46,-35,-2783,2798
717036,0,4144,-15548,11028,10.46,-157,-2942,2266
717052,0,4992,-14892,10628,10.46,-628,-2770,1661
717065,0,4464,-12888,11704,10.37,-994,-2376,1209
717079,0,3720,-11304,12852,10.46,-1827,-1675,655
717093,0,3784,-10768,11280,10.41,-2048,-510,268
717107,0,3204,-10800,11012,10.51,-2146,386,-15
717121,0,3116,-10900,10952,10.46,-2811,623,-333
717135,0,2804,-11484,9332,10.46,-3300,655,-680
717148,0,2448,-11240,9800,10.51,-3637,347,-1107
717165,0,2264,-11664,9096,10.46,-3894,-235,-1633
717179,0,2372,-11628,8572,10.46,-3568,-505,-2084
717193,0,2080,-11616,9564,10.51,-3459,-578,-2508
717206,0,2216,-11204,11732,10.37,-3632,-854,-2941
717220,0,2208,-10800,13632,10.41,-3943,-904,-3270
717234,0,2608,-9924,11628,10.41,-3745,-128,-3578
717248,0,1928,-11032,9204,10.46,-2345,1063,-3711
717262,0,1248,-12168,10128,10.51,-1691,1410,-4040
717278,0,2120,-12588,15076,10.46,-2013,1073,-4631
717292,0,4336,-14020,13192,10.37,-2128,649,-5021
717305,0,4916,-16036,12696,10.51,-1136,979,-5066
717319,0,5212,-17588,12252,10.37,-305,1325,-5003
717333,0,6176,-18068,11544,10.41,525,1391,-4680
717347,0,6608,-18764,9436,10.41,1535,2040,-4056
717361,0,6256,-18372,9140,10.46,2388,1720,-3431
717375,0,5108,-15784,10224,10.46,2723,884,-3086
717391,0,4200,-12660,11268,10.41,2166,467,-3221
717416,0,4344,-6792,9308,10.37,1361,694,-3699
717430,0,4396,-5224,7572,10.46,1430,960,-3446
717444,0,4604,-4720,8556,10.37,1348,719,-3241
717457,0,4844,-5920,8944,10.41,1120,699,-3029
717471,0,6652,-8744,8572,10.41,811,870,-2751
717485,0,7400,-12188,9452,10.41,384,1141,-2312
717499,0,7036,-14112,12144,10.46,-754,1151,-2147
717515,0,7596,-15236,9824,10.32,-1556,1505,-1733
717529,0,7884,-15568,7028,10.41,-946,1727,-1458
717543,0,7080,-15340,8916,10.41,-699,1355,-1283
717557,0,6940,-14852,9696,10.41,-960,892,-966
717571,0,7116,-13944,9300,10.41,-1107,449,-535
717585,0,6980,-13272,10168,10.46,-1378,-247,-56
717599,0,6084,-11788,11768,10.41,-1965,-1051,297
717613,0,5916,-11184,10644,10.41,-2458,-1095,770
717629,0,5188,-10896,8856,10.51,-2331,-968,1235
717643,0,4912,-10952,9944,10.41,-2671,-1172,1535
717657,0,4688,-11020,9792,10.41,-3240,-1393,1721
717671,0,4192,-11228,10088,10.41,-3460,-1688,1874
717685,0,4000,-11544,11396,10.46,-3608,-1991,1848
717699,0,4648,-11664,9868,10.32,-3598,-1826,1821
717713,0,5312,-11788,10288,10.41,-3097,-1770,1886
717726,0,4672,-11528,11904,10.41,-3097,-1819,1912
717743,0,4796,-11184,11848,10.51,-3053,-1658,1909
717757,0,5060,-11800,12456,10.32,-2632,-1317,2048
717771,0,5736,-13316,12976,10.41,-2123,-618,2170
717785,0,5712,-14924,14376,10.32,-1751,-225,2254
717798,0,6224,-16056,13880,10.41,-1755,215,2137
717823,0,5596,-14104,11004,10.46,-896,783,1920
717837,0,5056,-11872,10832,10.41,-621,1212,1859
717851,0,4696,-10648,9284,10.41,-433,1776,1901
717872,0,2972,-9320,9436,10.41,-30,2001,1826
717901,0,1748,-8052,8132,10.51,-85,1762,1470
717914,0,1488,-9076,7412,10.51,586,2405,1595
717928,0,1616,-10960,8512,10.55,559,2599,1696
717942,0,1812,-12352,8116,10.46,83,2008,1798
717956,0,3216,-13652,7648,10.46,-137,886,2027
717970,0,4508,-14444,7488,10.46,-432,182,2256
717984,0,4576,-15252,6184,10.32,4,-297,2485
718000,0,4204,-15492,9996,10.37,-233,-1463,2422
718014,0,4132,-15732,8836,10.37,-205,-1656,2201
718028,0,3940,-16460,9288,10.46,226,-1000,1635
718042,0,4220,-16636,11080,10.46,94,-503,959
718056,0,4816,-15728,11700,10.41,-402,-96,504
718070,0,4660,-14352,11492,10.41,-1046,326,183
718084,0,4196,-13004,11044,10.41,-1552,458,-86
718098,0,3516,-11260,11048,10.41,-2083,435,-302
718114,0,3620,-9540,9948,10.46,-2470,429,-563
718128,0,3020,-10264,8960,10.46,-2397,400,-671
718142,0,2208,-10524,8688,10.51,-2131,402,-827
718156,0,2192,-10764,9136,10.41,-2400,217,-1165
718170,0,1804,-10552,9600,10.41,-2603,-221,-1479
718184,0,2244,-10304,10840,10.41,-2567,-675,-1792
718198,0,2108,-10588,10860,10.46,-2203,-653,-1995
718212,0,1668,-10480,11440,10.37,-1803,-163,-2193
718228,0,1864,-9416,13416,10.41,-1170,-122,-2506
718254,0,3460,-12500,11216,10.41,643,1398,-2623
718268,0,4032,-15184,13728,10.51,1052,911,-2681
718282,0,5064,-16328,18444,10.41,446,843,-2541
718296,0,5972,-16392,15436,10.41,50,1125,-2080
718310,0,5540,-16328,7192,10.41,1271,2188,-1614
718324,0,4012,-14880,6948,10.51,3368,2540,-1372
718338,0,4796,-14216,8028,10.37,3470,1809,-1459
718354,0,5624,-11836,9192,10.41,1931,77,-1500
718368,0,5388,-9080,9312,10.37,775,-707,-1495
718382,0,5052,-8264,8600,10.46,666,-1236,-1652
718397,0,4756,-9348,8352,10.37,963,-1715,-1677
718411,0,6252,-9796,10080,10.51,567,-1740,-1633
718425,0,6708,-11552,8228,10.32,485,-1176,-1165
718439,0,6948,-12976,7332,10.46,282,-854,-645
718453,0,7084,-13880,7528,10.46,212,-936,-201
718469,0,7392,-14712,9228,10.37,-623,-1283,-99
718483,0,7988,-15424,5796,10.37,-706,-1271,173
718497,0,8052,-15492,7844,10.55,254,-1624,602
718511,0,8844,-16252,12276,10.51,206,-2304,1147
718525,0,7680,-16552,10560,10.41,-33,-2193,1608
718539,0,6068,-14548,11580,10.46,-115,-2443,1807
718553,0,6168,-12716,11784,10.51,-608,-2614,1795
718567,0,5760,-11372,10760,10.37,-624,-2620,1872
718584,0,4788,-10240,10636,10.46,-849,-3075,1995
718598,0,4544,-9468,10072,10.32,-1307,-3114,2189
718612,0,4688,-8900,9640,10.41,-1548,-3398,2481
718626,0,4388,-8160,11192,10.37,-2009,-3896,2768
718640,0,4132,-7832,12608,10.46,-2532,-4240,3053
718664,0,3972,-7644,13408,10.37,-2076,-3783,3459
718678,0,3836,-8356,13420,10.37,-1686,-3517,3559
718693,0,3784,-9524,13516,10.37,-1476,-3302,3498
718710,0,3392,-9596,13540,10.41,-1632,-3419,3388
718728,0,3360,-9640,11832,10.51,-805,-3123,3450
718746,0,4692,-11032,10668,10.37,676,-1963,3450
718765,0,5212,-13796,12584,10.37,1771,-274,2647
718784,0,4752,-15164,14048,10.41,1836,1424,1504
718803,0,6008,-14768,10124,10.41,2013,2342,1093
718821,0,3452,-13040,9036,10.37,1359,1537,1201
718840,0,3788,-11820,8536,10.41,638,-134,1899
718865,0,3444,-11996,6404,10.37,373,-697,2822
718879,0,2612,-14884,7952,10.41,-48,-1186,2933
718892,0,3404,-17272,7292,10.37,-710,-1375,2612
718906,0,3056,-18788,8420,10.37,-1181,-1886,2030
718920,0,3688,-18100,9652,10.46,-1454,-2390,1076
718933,0,3732,-17824,7864,10.32,-1271,-1835,235
718947,0,4064,-15728,8724,10.41,-956,-1779,-575
718960,0,3632,-13432,9984,10.46,-1216,-1624,-1312
718976,0,3804,-11476,10720,10.32,-1489,-1026,-1959
718990,0,3604,-10400,10460,10.37,-1673,-349,-2392
719004,0,3412,-10256,10716,10.46,-1951,420,-2672
719017,0,2784,-9880,11468,10.51,-2419,820,-2977
719031,0,2296,-9228,10928,10.27,-2808,1248,-3301
719045,0,1332,-8628,10716,10.37,-2937,1292,-3797
719059,0,164,-7288,11516,10.46,-2912,1294,-4364
719073,0,256,-6692,10996,10.41,-2672,1538,-4915
719089,0,552,-6864,10568,10.46,-2260,1806,-5560
719103,0,1436,-7036,9936,10.46,-1869,1839,-5902
719117,0,2852,-8236,10900,10.46,-1176,1621,-5899
719131,0,5156,-11520,12468,10.37,-585,1651,-5584
719157,0,7408,-17040,12780,10.46,637,2892,-4232
719171,0,7460,-19368,11296,10.46,1278,3872,-3534
719185,0,6064,-18696,9088,10.41,2501,3936,-3028
719199,0,5888,-16792,10092,10.32,3261,3188,-2925
719216,0,5636,-13604,10732,10.46,2653,2146,-3165
719230,0,5708,-11240,9308,10.41,2309,1274,-3133
719244,0,5584,-10148,9252,10.41,1773,418,-3025
719258,0,5528,-10384,10848,10.51,1357,-391,-2944
719272,0,6524,-11056,9524,10.41,949,-702,-2790
719286,0,7988,-11452,9920,10.46,16,-1085,-2389
719300,0,8292,-11648,8228,10.32,-715,-892,-1825
719314,0,7808,-11812,8748,10.41,-869,-591,-1258
719330,0,7288,-12436,12036,10.46,-1076,-369,-886
719344,0,8312,-14424,9888,10.41,-1152,979,-377
719358,0,8560,-15576,9120,10.41,-488,1317,213
719372,0,7888,-15616,13256,10.37,-1385,655,757
719386,0,7040,-13892,11560,10.37,-2621,-92,1119
719400,0,5380,-11520,12028,10.46,-2661,-1317,1265
719414,0,4960,-10792,11216,10.51,-2814,-1728,1350
719428,0,3456,-8940,12684,10.46,-3114,-1988,1339
719444,0,4036,-8604,9360,10.46,-3414,-2035,1629
719458,0,3644,-8428,6072,10.32,-3309,-1620,2151
719472,0,2044,-6980,7648,10.37,-3327,-3044,2622
719486,0,2488,-5900,11092,10.46,-4032,-4489,3188
719500,0,2072,-6300,9436,10.55,-3659,-3822,3497
719514,0,1292,-6764,10596,10.41,-2801,-3492,3603
719528,0,3100,-10424,11108,10.32,-988,-3054,3798
719542,0,6996,-15780,10072,10.46,-543,-1282,3898
719569,0,5908,-17604,11308,10.37,393,-1227,2787
719583,0,5508,-16388,10464,10.46,456,-683,2717
719597,0,4768,-15616,11032,10.41,1446,57,2627
719611,0,3564,-13364,12424,10.41,2180,460,2424
719626,0,2972,-14236,15356,10.41,2046,947,2147
719640,0,2636,-11880,11768,10.41,251,1387,1525
719653,0,1652,-9612,10492,10.41,20,725,777
719667,0,1412,-10408,10840,10.46,-39,1200,367
719684,0,2220,-10888,10356,10.41,-1070,1913,-94
719697,0,2764,-11256,8680,10.32,-1212,1644,-201
719711,0,3276,-12584,8312,10.37,-1194,1226,-270
719725,0,3564,-13516,7532,10.46,-1243,738,-445
719739,0,2964,-12848,9160,10.27,-1665,-81,-866
719753,0,2760,-11840,9544,10.51,-2118,-665,-1438
719767,0,2732,-11412,9508,10.41,-2095,-535,-2079
719781,0,3220,-10512,10860,10.32,-1980,-191,-2508
719802,0,3512,-11408,12660,10.41,-2547,607,-2788
719816,0,4256,-12576,12640,10.46,-2528,1078,-2786
719830,0,5648,-16324,12468,10.41,-2250,1856,-2785
719844,0,5112,-17048,11268,10.32,-2491,2312,-2817
719858,0,4588,-16124,10024,10.37,-2242,1951,-2935
719872,0,4304,-15432,9804,10.46,-1739,1717,-3022
719886,0,3644,-13644,12088,10.46,-1475,1611,-3097
719900,0,3376,-12428,11604,10.41,-1501,1663,-3135
719916,0,3276,-10560,9040,10.46,-1100,1624,-3108
719930,0,3136,-9204,10428,10.41,-768,1545,-3118
719944,0,3524,-8584,9632,10.41,-590,1546,-2932
719958,0,3896,-7764,9428,10.41,-698,1530,-2606
719983,0,3836,-7524,12280,10.41,-852,1188,-1896
719997,0,4428,-8888,12808,10.41,-922,1372,-1617
720011,0,4804,-10516,11136,10.37,-899,1754,-1273
720025,0,4448,-11944,10284,10.41,-724,2034,-1042
720042,0,4184,-13344,13200,10.37,-1483,1539,-1050
720056,0,4624,-13808,12484,10.41,-2523,931,-1117
720070,0,5008,-14564,10508,10.46,-2484,464,-1116
720084,0,5424,-15504,9520,10.41,-1885,185,-1078
720098,0,5744,-16080,9076,10.41,-1644,59,-926
720112,0,5732,-15004,11224,10.37,-2029,-538,-707
720126,0,5152,-13432,10976,10.41,-2539,-739,-546
720140,0,4864,-11892,9772,10.41,-2226,-315,-495
720157,0,4116,-11004,9736,10.51,-1312,437,-404
720171,0,4212,-11040,7688,10.41,-465,1000,-406
720185,0,5368,-12376,8012,10.41,132,1178,-344
720199,0,5568,-13276,11480,10.37,-616,527,-234
720213,1,5400,-12248,12120,10.37,-1840,-225,43
720227,1,4104,-10640,8700,10.51,-1396,-270,325
720241,1,3492,-11412,7700,10.41,-351,634,465
720255,1,2980,-11500,8316,10.46,22,703,531
720271,1,3492,-11436,11500,10.41,-795,-104,610
720285,1,3420,-10956,12052,10.37,-1373,-737,505
720299,1,3896,-11464,12672,10.32,-839,-409,480
720313,1,4656,-12848,12732,10.46,-155,542,391
720327,1,5424,-15028,12740,10.41,328,1566,320
720341,1,6088,-15936,13376,10.41,194,2031,294
720355,1,5788,-15624,10652,10.46,-39,2304,407
720369,1,4008,-13188,11668,10.32,36,1540,388
720556,1,6048,-18424,11916,10.37,-511,1878,442
720902,1,4404,-15560,15392,10.51,-723,1435,-176
720916,1,4732,-14384,15952,10.37,-754,1085,-224
720931,1,3976,-13564,15728,10.41,-808,905,-172
720945,1,2896,-11876,12072,10.46,-298,674,-261
720959,1,2360,-11100,13472,10.46,101,329,-368
720973,1,2188,-10216,15324,10.46,-551,-312,-533
720987,1,1824,-8460,13560,10.41,-1477,-636,-779
721004,1,1756,-7000,9844,10.51,-977,-164,-798
721018,1,1416,-6384,10664,10.41,-498,-139,-866
721032,1,1584,-5980,12976,10.46,-895,-165,-978
721046,1,1912,-5836,13780,10.41,-1681,-351,-1066
721060,1,1748,-6380,12788,10.46,-1955,-158,-1209
721074,1,2744,-7744,12532,10.37,-1898,104,-1297
721088,1,2856,-8504,13652,10.46,-2451,-87,-1280
721102,1,2740,-8720,13616,10.41,-2570,-64,-1182
721119,1,3784,-11432,12736,10.51,-1886,236,-1097
721136,1,4456,-13692,13572,10.41,-1486,477,-1027
721155,1,6276,-15408,13548,10.41,-1326,677,-933
721173,1,6544,-16556,13484,10.41,-616,833,-622
721192,0,5648,-16536,11708,10.37,-282,564,-406
721210,0,4388,-12960,7860,10.46,-252,804,-247
721229,0,3736,-10656,9824,10.46,288,-118,-218
721247,0,3828,-9980,11128,10.37,-262,-736,3
721273,0,3656,-9544,9688,10.41,-524,-975,212
721286,0,3476,-9576,8508,10.51,-637,-770,262
721300,0,3832,-9896,8432,10.37,-455,-630,275
721313,0,4224,-10744,9616,10.37,-497,-715,265
721327,0,4488,-11368,11320,10.41,-685,-810,310
721352,0,4872,-12144,12296,10.37,-1078,-468,442
721366,0,5168,-12508,11924,10.46,-1025,-261,592
721379,0,5352,-13340,10460,10.37,-529,155,725
721395,0,5080,-13800,10696,10.41,-245,80,827
721409,0,4568,-13432,11276,10.37,-435,-353,914
721423,0,4244,-12540,10784,10.46,-420,-737,916
721437,0,3916,-12344,10628,10.41,-144,-853,897
721451,0,4100,-12444,11212,10.46,-78,-876,821
721464,0,4192,-12312,11604,10.41,-244,-874,711
721478,0,4200,-12336,10944,10.41,-652,-762,590
721492,0,3632,-10896,10640,10.37,-1187,-761,455
721508,0,3512,-9176,10428,10.46,-1342,-754,401
721522,0,3180,-8256,10544,10.41,-1054,-749,389
721536,0,3140,-8964,11992,10.46,-976,-700,311
721550,0,3520,-9956,11932,10.41,-1272,-551,169
721563,0,4344,-11804,11836,10.41,-1349,-378,142
721577,0,4780,-13120,11176,10.32,-1369,-181,204
721591,0,5020,-14320,10348,10.37,-1169,160,223
721605,0,5112,-14712,9936,10.41,-811,579,198
721621,0,4492,-14308,12608,10.37,-703,156,-3
721635,0,4656,-14428,13448,10.41,-968,-7,-252
721649,0,5224,-14648,11568,10.46,-768,196,-333
721662,0,4604,-14504,9516,10.46,-606,889,-354
721677,0,4564,-13396,10124,10.32,-352,576,-335
721690,0,4120,-12484,10668,10.46,-745,153,-397
721704,0,3864,-11228,9968,10.32,-1023,-150,-418
721718,0,3640,-10316,8612,10.37,-803,-268,-390
721734,0,3232,-9976,8384,10.41,-304,-229,-351
721758,0,3052,-9580,11400,10.41,-907,-702,-503
721772,0,3424,-9556,12736,10.46,-1268,-685,-504
721786,0,3924,-10508,11380,10.41,-1319,-129,-464
721800,0,4048,-11356,9680,10.41,-853,391,-454
721814,0,4504,-12336,8512,10.37,-195,792,-366
721828,0,4680,-13628,9948,10.41,-78,599,-307
721841,0,4944,-14204,10768,10.41,-227,75,-262
721858,0,5168,-14172,9484,10.41,-204,-172,-112
721872,0,4664,-13152,9972,10.41,-56,-336,-28
721885,0,3536,-11156,11684,10.41,-661,-791,-66
721899,0,3680,-10152,11192,10.41,-998,-928,-120
721913,0,4200,-10480,9808,10.46,-275,-491,-64
721927,0,4720,-12368,11260,10.37,171,-39,15
721941,0,5080,-13992,13348,10.46,-120,-74,38
721955,0,5204,-14744,12236,10.37,-410,76,75
721971,0,4416,-13616,11088,10.41,-91,131,130
721985,0,3636,-12076,10876,10.32,-77,-47,124
721999,0,3288,-10672,10612,10.32,-285,-325,66
722013,0,2776,-9432,10068,10.41,-471,-669,58
722027,0,2464,-8272,10080,10.41,-579,-1224,3
722041,0,2820,-8288,9900,10.37,-595,-1484,31
722055,0,2888,-8832,10532,10.37,-546,-1378,2
722069,0,3648,-10316,11736,10.37,-596,-1273,-10
722085,0,4656,-13008,14252,10.32,-1139,-919,-114
722099,0,5708,-14264,11216,10.32,-1439,-405,-29
722113,0,5336,-13648,6616,10.37,-1000,281,75
722126,0,4232,-12280,6004,10.46,-320,175,124
722140,0,3204,-10752,10296,10.46,-588,-769,-3
722154,0,2740,-8940,12744,10.46,-1256,-1748,-154
722179,0,3812,-9408,10368,10.46,-1140,-1352,-284
722193,0,4368,-11384,10044,10.41,-437,-905,-229
722214,0,4856,-13892,12396,10.41,-599,-326,-211
722228,0,5988,-15040,12068,10.37,-798,17,-122
722242,0,6344,-16260,11332,10.46,-438,522,-22
722256,0,5612,-16224,10872,10.41,-90,591,-120
722270,0,5016,-14888,12372,10.41,-223,140,-242
722284,0,4356,-13076,12200,10.37,-920,-124,-420
722297,0,4052,-11364,11148,10.46,-1053,-163,-539
722311,0,3680,-10492,10260,10.46,-1094,-67,-631
722328,0,3724,-10228,10400,10.37,-1171,-94,-659
722342,0,3760,-10164,10320,10.37,-1426,-226,-621
722356,0,3576,-9784,9884,10.37,-1608,-441,-615
722370,0,3796,-9972,9420,10.41,-1389,-335,-500
722384,0,3840,-11104,9628,10.46,-1012,-67,-501
722398,0,3900,-11720,10824,10.37,-1163,103,-581
722412,0,3076,-10036,12096,10.32,-2065,-63,-700
722426,0,2636,-8316,10124,10.41,-2318,50,-885
722442,0,3680,-9456,9340,10.37,-1310,163,-753
722456,0,5076,-12200,10916,10.32,-716,354,-693
722470,0,5972,-15076,13116,10.46,-766,638,-580
722484,0,5952,-16916,13964,10.46,-1550,885,-547
722498,0,5828,-16032,10888,10.37,-1818,1055,-526
722512,0,5724,-16400,8168,10.41,-1038,1322,-500
722526,0,4256,-14188,9076,10.41,-816,1078,-572
722540,0,3348,-12568,12288,10.46,-1613,245,-812
722557,0,3472,-10472,10724,10.46,-2300,-113,-941
722571,0,3804,-10584,7996,10.46,-1680,152,-894
722595,0,3900,-10904,8632,10.41,-998,79,-789
722609,0,4176,-11956,9708,10.41,-1216,-65,-714
722623,0,4432,-12268,9988,10.41,-1302,-38,-581
722637,0,4152,-12868,11636,10.32,-1190,46,-537
722651,0,4284,-13156,12552,10.41,-1203,358,-530
722665,0,3796,-12672,9664,10.37,-947,696,-588
722682,0,3784,-12208,8652,10.51,-88,913,-742
722696,0,4336,-12688,10792,10.51,135,753,-765
722710,0,4780,-13436,12848,10.41,-236,240,-694
722724,0,4880,-13204,12428,10.46,-422,25,-466
722738,0,4412,-12256,10912,10.41,-258,176,-333
722752,0,3712,-11728,10492,10.37,-119,222,-276
722766,1,3376,-11400,10040,10.51,-379,180,-398
722780,1,3580,-11536,8796,10.37,-472,272,-549
722797,1,3804,-11532,9032,10.41,-625,246,-740
722811,1,3772,-10316,10700,10.32,-1337,-3,-824
722825,1,3656,-9372,9768,10.41,-1437,1,-830
722839,1,3984,-10500,10128,10.46,-775,397,-828
722853,1,4564,-12608,11040,10.32,-677,766,-903
722868,1,5036,-13176,11696,10.37,-1231,898,-1016
722882,1,4500,-12948,10448,10.32,-1508,1160,-1003
722896,1,3484,-11884,10844,10.41,-1206,1243,-1089
722912,1,3232,-11612,13252,10.41,-929,1177,-1189
722926,1,3152,-11728,14576,10.41,-881,1163,-1224
722940,1,3672,-12988,14020,10.46,-708,1340,-1354
722955,1,4628,-13996,13260,10.46,-332,1676,-1478
722969,1,5112,-13964,13028,10.37,-311,1864,-1446
722983,1,4336,-12300,11624,10.32,-173,2082,-1295
723008,1,2792,-8932,12492,10.46,-212,1704,-1289
723022,1,2524,-7824,13884,10.41,-181,1093,-1225
723039,1,1632,-7728,13752,10.37,-680,868,-1127
723058,1,1340,-7844,13332,10.41,-725,658,-1029
723076,1,1816,-8100,13356,10.37,-700,695,-991
723095,1,2608,-8828,13684,10.37,-945,542,-819
723114,1,2432,-8716,13608,10.41,-1049,429,-596
723132,1,2500,-8700,12120,10.41,-849,331,-492
723150,1,2572,-9692,12680,10.46,-555,48,-249
723169,1,3064,-10544,14100,10.41,-594,-437,-206
723224,1,4428,-12844,14304,10.41,-751,-89,29
723237,1,4568,-12488,13440,10.41,-894,78,68
723251,1,4744,-12576,13220,10.41,-625,182,67
723265,1,4620,-12728,12548,10.46,-360,413,154
723278,1,4464,-12776,12692,10.32,-213,613,181
723292,1,4036,-11348,12404,10.46,-572,455,239
723305,1,2936,-9740,10840,10.46,-756,632,89
723319,1,2520,-7796,11524,10.41,-616,632,6
723335,1,2048,-6864,12636,10.46,-827,433,-61
723349,1,1588,-5684,13724,10.37,-1249,77,-181
723362,1,1320,-5420,13116,10.46,-1330,50,-123
723376,1,1724,-6476,13096,10.46,-1024,260,-104
723390,1,1964,-7792,15004,10.41,-1263,405,-148
723404,1,2852,-9820,15128,10.41,-1282,882,-201
723418,1,3364,-11360,15944,10.41,-1299,1038,-223
723432,1,3888,-12728,15032,10.46,-1396,1128,-282
723448,1,3652,-13136,12432,10.41,-1179,1343,-293
723462,1,3560,-12776,12444,10.41,-775,1010,-298
723476,1,3164,-12368,12800,10.41,-838,556,-261
723489,1,2824,-11152,12400,10.32,-944,55,-311
723515,1,2844,-10020,12064,10.41,-1053,-178,-381
723529,1,3032,-9492,11876,10.41,-1213,-105,-429
723543,1,2976,-8712,11440,10.41,-1620,-67,-429
723557,1,2948,-8340,11700,10.32,-1547,-35,-404
723573,1,3100,-8516,12152,10.37,-1363,-20,-280
723587,1,3240,-9320,13292,10.41,-1357,-18,-153
723601,1,3428,-11132,13772,10.37,-1396,-4,-112
723615,1,3784,-11864,13192,10.41,-1442,77,-71
723629,1,3936,-12476,13204,10.37,-1198,45,13
723643,1,3932,-12520,13340,10.41,-1042,129,103
723657,1,3620,-11928,12060,10.46,-549,272,136
723671,1,3960,-11760,12020,10.46,-187,150,271
723687,1,3820,-11280,12788,10.37,-112,-394,425
723701,1,3368,-10680,12940,10.37,-190,-797,607
723715,0,3284,-10260,11788,10.32,-211,-785,711
723728,0,3096,-9536,10432,10.41,-68,-741,833
723742,0,2880,-9636,10152,10.41,27,-870,959
723756,0,3016,-9980,11000,10.46,-30,-1386,1002
723770,0,3236,-10536,11316,10.37,-489,-2066,1056
723784,0,3100,-11216,11116,10.37,-696,-2466,1072
723800,0,4252,-12144,10920,10.46,-706,-2545,1096
723814,0,4856,-12900,11236,10.41,-962,-2489,1079
723828,0,5604,-13684,10312,10.41,-1118,-1913,1032
723842,0,6128,-13748,10016,10.32,-1138,-1185,999
723856,0,6432,-13716,9884,10.51,-1185,-814,913
723870,0,6140,-14028,9964,10.46,-1113,-610,868
723884,0,6112,-14244,10112,10.41,-968,-345,898
723898,0,5788,-14180,10608,10.41,-1020,-331,965
723926,0,4640,-13404,9668,10.51,-572,-379,971
723940,0,4128,-12800,9964,10.41,-274,-416,816
723954,0,3968,-12140,9952,10.46,-49,-457,695
723968,0,3640,-11232,10356,10.46,-34,-368,546
723982,0,3488,-10776,10396,10.37,44,-333,451
723995,0,3312,-10020,10332,10.46,10,-334,413
724009,0,3188,-9996,10304,10.37,0,-351,399
724023,0,3212,-9784,10412,10.51,-103,-463,339
724040,0,3288,-10348,11392,10.37,-272,-619,273
724054,0,3620,-11144,11728,10.41,-494,-591,230
724067,0,3800,-11512,11676,10.27,-659,-543,190
724081,0,4184,-12028,11332,10.32,-610,-441,227
724095,0,4188,-12224,11212,10.41,-616,-396,274
724109,0,4188,-12384,11136,10.32,-558,-460,284
724123,0,4108,-12340,11184,10.41,-583,-591,313
724137,0,4012,-12352,11536,10.37,-641,-854,295
724159,0,4252,-12472,10880,10.46,-648,-1074,394
724172,0,4448,-12360,10588,10.37,-710,-1262,451
724186,0,3976,-12148,10108,10.37,-626,-1503,477
724200,0,4020,-12028,9592,10.41,-651,-1595,476
724214,0,3832,-11860,9548,10.37,-575,-1717,445
724228,0,4152,-11776,10188,10.41,-643,-1683,378
724242,0,4448,-12068,10072,10.41,-532,-1565,345
724256,0,4448,-12340,9960,10.46,-534,-1352,317
724273,0,4112,-11968,10224,10.32,-537,-1248,290
724287,0,4276,-12088,10472,10.37,-557,-1212,195
724301,0,4584,-12456,10432,10.37,-412,-1113,74
724315,0,4332,-12328,10972,10.32,-372,-929,30
724329,0,4320,-12184,11876,10.32,-520,-1075,-62
724354,0,4528,-12256,11332,10.41,-322,-884,-135
724368,0,5168,-12592,10260,10.46,-101,-654,-99
724382,0,4264,-12628,8956,10.46,166,-471,-114
724398,0,4192,-12216,10008,10.37,109,-969,-198
724412,0,4420,-11908,10784,10.41,-211,-1283,-335
724427,0,4416,-11424,11436,10.41,-417,-1396,-437
724441,0,4928,-11364,11160,10.41,-507,-1021,-516
724455,0,4936,-11576,11372,10.41,-590,-644,-602
724469,0,5240,-11912,11164,10.32,-737,-351,-619
724483,0,5448,-12328,10828,10.32,-836,-163,-613
724497,0,5260,-12508,10676,10.37,-754,-84,-623
724513,0,4840,-12200,10472,10.32,-664,11,-562
724528,0,4336,-11716,10468,10.41,-509,-76,-654
724542,0,3656,-11416,10520,10.46,-320,-271,-687
724556,0,3300,-11908,10948,10.32,-113,-347,-706
